10.1016/0022-3697(89)90045-0,"A single crystal of n-type Bi2Te2..85Se0.15 with the composition of a useful thermoelectric cooling material was grown by the Bridgman technique. Components of the resistivity tensor, Hall tensor and magnetoresistivity tensor were measured over the temperature range from 77 to 300 K, and the results were analyzed with the six-valley model. The scattering parameter r, the reduced Fermi energy and the Lorentz number were computed by the numerical analysis of the Fermi-Dirac integral with an arbitrary real index, r increases monotonically with increasing temperature and the values are -0.72 and -0.57 at 90 and 270 K, respectively. The carrier density has a constant value of 1.0 ?? 1025m-3 over the temperature range from 90 to 270 K; however, above 270 K it increases with increasing temperature under the influence of the intrinsic region and has the somewhat larger value of 1.07 ?? 1025m-3 at 300 K. The temperature dependence of two components of the lattice thermal conductivity tensor can be explained in terms of the Umklapp process and electron-phonon scattering. ?? 1989.",1
10.1016/j.mattod.2017.02.007,"?? 2017 Elsevier Ltd Bi2Te3 has been recognized as an important cooling material for thermoelectric applications. Yet its thermoelectric performance could still be improved. Here we propose a band engineering strategy by optimizing the converging valence bands of Bi2Te3 and Sb2Te3 in the (Bi1ƒ??xSbx)2Te3 system when x = 0.75. Band convergence successfully explains the sharp increase in density-of-states effective mass yet relatively constant mobility and optical band gap measurement. This band convergence picture guides the carrier concentration tuning for optimum thermoelectric performance. To synthesize homogeneous textured and optimally doped (Bi0.25Sb0.75)2Te3, excess Te was chosen as the dopant. Uniform control of the optimized thermoelectric composition was achieved by zone-melting which utilizes separate solidus and liquidus compositions to obtain zT = 1.05 (at 300 K) without nanostructuring.",1
10.1088/1748-3182/1/4/S02,"Experimental measurements and analysis of the flight of bats are presented, including kinematic analysis of high-speed stereo videography of straight and turning flight, and measurements of the wake velocity field behind the bat. The kinematic data reveal that, at relatively slow flight speeds, wing motion is quite complex, including a sharp retraction of the wing during the upstroke and a broad sweep of the partially extended wing during the downstroke. The data also indicate that the flight speed and elevation are not constant, but oscillate in synchrony with both the horizontal and vertical movements of the wing. PIV measurements in the transverse (Trefftz) plane of the wake indicate a complex 'wake vortex' structure dominated by a strong wing tip vortex shed from the wing tip during the downstroke and either the wing tip or a more proximal joint during the upstroke. Data synthesis of several discrete realizations suggests a 'cartoon' of the wake structure during the entire wing beat cycle. Considerable work remains to be done to confirm and amplify these results. ?? 2006 IOP Publishing Ltd.",1
10.1007/s11664-013-2938-8,"Bismuth telluride-based compounds have been extensively utilized for commercial application. However, thermoelectric materials must suffer numerous mechanical vibrations and thermal stresses while in service, making it equally important to discuss the mechanical properties, especially at high temperature. In this study, the compressive and bending strengths of Bi0.5Sb 1.5Te3 commercial zone melting (ZM) ingots were investigated at 25, 100, and 200 ?øC, respectively. Due to the obvious anisotropy of materials prepared by ZM method, the effect of anisotropy on the strengths was also explored. Two-parameter Weibull distribution was employed to fit a series of values acquired by a universal testing machine. And digital speckle photography was applied to record the strain field evolution, providing visual observation of surface strain. The compressive and bending strengths along ZM direction were approximately three times as large as those perpendicular to the ZM direction independent of the temperature, indicating a weak van der Waals bond along the c axis. ?? 2013 TMS.",1
10.1021/acs.cgd.8b00605,"?? Copyright 2018 American Chemical Society. Bismuth-telluride-based solid solutions are unique, commercially available thermoelectric (TE) materials near room temperature for solid-state cooling, and the zone melting (ZM) technique is commonly applied to grow their commercial ingots with preferred orientation. Herein, we tailor the carrier concentration of zone-melted ingots by proper doping to adjust the optimum operating temperature for both solid-state cooling and low-temperature power generation at 300-500 K. A room temperature zT of ƒ?¬ 1.2 is obtained for both p-type and n-type ingots, and a maximum zT > 1.2 at 350 K in p-type Bi0.5Sb1.5Te3 + 2 wt % Te. Moreover, zT > 1.0 between 300 and 400 K is achieved for p-type, and zT > 1.0 between 300 and 475 K for n-type counterparts. It is found that the taper of the quartz tube affects the TE properties of Bi2Te3-based alloys. The different combinations of the growth rate with temperature gradient, 8 mm/h + 25 K/cm and 25 mm/h + 40 K/cm, contribute to equally high zT. In addition, the good homogeneity in both axial and radial directions implies the high quality of the ZM ingots in this work, which is significant for industrial manufacturing. These results are favorable for TE application in low-temperature power generation and show the possibility of improving the production efficiency of commercial bismuth-telluride-based solid solutions.",1
10.3390/ma10030251,"?? 2017 by the authors. Recently, Cu-containing p-type Bi0.5Sb1.5Te3 materials have shown high thermoelectric performances and promising prospects for practical application in low-grade waste heat recovery. However, the position of Cu in Bi0.5Sb1.5Te3 is controversial, and the roles of Cu in the enhancement of thermoelectric performance are still not clear. In this study, via defects analysis and stability test, the possibility of Cu intercalation in p-type Bi0.5Sb1.5Te3 materials has been excluded, and the position of Cu is identified as doping at the Sb sites. Additionally, the effects of Cu dopants on the electrical and thermal transport properties have been systematically investigated. Besides introducing additional holes, Cu dopants can also significantly enhance the carrier mobility by decreasing the Debye screen length and weakening the interaction between carriers and phonons. Meanwhile, the Cu dopants interrupt the periodicity of lattice vibration and bring stronger anharmonicity, leading to extremely low lattice thermal conductivity. Combining the suppression on the intrinsic excitation, a high thermoelectric performance-with a maximum thermoelectric figure of merit of around 1.4 at 430 K-has been achieved in Cu0.005Bi0.5Sb1.495Te3, which is 70% higher than the Bi0.5Sb1.5Te3 matrix.",1
10.1039/c6ee02017h,"?? 2016 The Royal Society of Chemistry. By suppressing intrinsic excitation in p-type Bi2Te3-based materials, we report maximum and average zT values of up to 1.4 and 1.2 between 100 and 300 ?øC, respectively. Thermoelectric modules based on these high performance materials show energy conversion efficiencies of up to 6.0% under a temperature gradient of 217 K, and are greatly superior to current Bi2Te3-based modules.",1
10.1039/c2ee22622g,"A high ZT value of ƒ?¬1.1 at 923 K in the BiCuSeO system is achieved via heavily doping with Ba and refining grain sizes (200-400 nm), which is higher than any thermoelectric oxide. Excellent thermal and chemical stabilities up to 923 K and high thermoelectric performance confirm that the BiCuSeO system is promising for thermoelectric power generation applications. ?? 2012 The Royal Society of Chemistry.",1
10.1039/c3ee41859f,"We present a high ZT ƒ?¬ 1.4 in textured Bi0.875Ba 0.125CuSeO obtained by a hot-forging process. The carrier mobility along the direction perpendicular to the pressing direction was significantly increased, resulting in increase in the electrical conductivity and maximization of the power factor at 923 K from 6.3 ?¬W cm-1 K-2 for the sample before hot-forging to 8.1 ?¬W cm-1 K-2 after the hot-forging process. Therefore, the maximum ZT was significantly increased from ƒ?¬1.1 to 1.4 through texturing for Bi0.875Ba 0.125CuSeO, which is the highest ZT ever reported among oxygen containing materials. ?? The Royal Society of Chemistry 2013.",1
10.1039/c5ee03366g,"?? 2016 The Royal Society of Chemistry. Excellent thermoelectric performance is obtained over a broad temperature range from 300 K to 800 K by doping single crystals of SnSe. The average value of the figure of merit ZT, of more than 1.17, is measured from 300 K to 800 K along the crystallographic b-axis of 3 at% Na-doped SnSe, with the maximum ZT reaching a value of 2 at 800 K. The room temperature value of the power factor for the same sample and in the same direction is 2.8 mW mK-2, which is an order of magnitude higher than that of the undoped crystal. Calculations show that Na doping lowers the Fermi level and increases the number of carrier pockets in SnSe, leading to a collaborative optimization of the Seebeck coefficient and the electrical conductivity. The resultant optimized carrier concentration and the increased number of carrier pockets near the Fermi level in Na-doped samples are believed to be the key factors behind the spectacular enhancement of the average ZT.",1
10.1038/nature13184,"The thermoelectric effect enables direct and reversible conversion between thermal and electrical energy, and provides a viable route for power generation from waste heat. The efficiency of thermoelectric materials is dictated by the dimensionless figure of merit, ZT (where Z is the figure of merit and T is absolute temperature), which governs the Carnot efficiency for heat conversion. Enhancements above the generally high threshold value of 2.5 have important implications for commercial deployment, especially for compounds free of Pb and Te. Here we report an unprecedented ZT of 2.6?ñ0.3 at 923 K, realized in SnSe single crystals measured along the b axis of the room-temperature orthorhombic unit cell. This material also shows a high ZT of 2.3?ñ0.3 along the c axis but a significantly reduced ZT of 0.8?ñ0.2 along the a axis. We attribute the remarkably high ZT along the b axis to the intrinsically ultralow lattice thermal conductivity in SnSe. The layered structure of SnSe derives from a distorted rock-salt structure, and features anomalously high Gr?¬neisen parameters, which reflect the anharmonic and anisotropic bonding. We attribute the exceptionally low lattice thermal conductivity (0.23?ñ0.03 W m-1 K-1 at 973 K) in SnSe to the anharmonicity. These findings highlight alternative strategies to nanostructuring for achieving high thermoelectric performance. ?? 2014 Macmillan Publishers Limited. All rights reserved.",1
10.1038/ncomms13713,"?? 2016 The Author(s). Recently SnSe, a layered chalcogenide material, has attracted a great deal of attention for its excellent p-type thermoelectric property showing a remarkable ZT value of 2.6 at 923 K. For thermoelectric device applications, it is necessary to have n-type materials with comparable ZT value. Here, we report that n-type SnSe single crystals were successfully synthesized by substituting Bi at Sn sites. In addition, it was found that the carrier concentration increases with Bi content, which has a great influence on the thermoelectric properties of n-type SnSe single crystals. Indeed, we achieved the maximum ZT value of 2.2 along b axis at 733 K in the most highly doped n-type SnSe with a carrier density of-2.1 ?? 1019 cm-3 at 773 K.",1
10.1016/j.jallcom.2017.04.110,"?? 2017 Elsevier B.V. A Horizontal Bridgman (HB) method was employed attempt to grow large size undoped SnSe single crystal. SnSe was crystallized under 2ƒ??3 ?øC/cm temperature gradient and cooled to room temperature at a rate of ƒ?¬25 ?øC/h to release thermal stress. SnSe crystals grown from liquid solution and volatilized vapor were obtained simultaneously. Two single crystals with size about 30 ?? 20 ?? 15 mm3 and 35 ?? 15 ?? 15 mm3 were peeled off from the liquid growth SnSe, which were reported to be the largest so far. The as-grown SnSe single crystal had standard orthorhombic Pnma space group at room temperature. Stoichiometry ratio of the crystal was measured Sn: Se = 1:1. The density of as-grown crystal is ƒ?¬6.16 g/cm3, which is very close to 100% of the theoretical value of SnSe. The obtained SnSe single crystal displayed p-type character with a carrier density of 5.1 ?? 1017 cmƒ??3 at room temperature. Thermoelectric properties in directions parallel and perpendicular to cleavage bc plane were analyzed, the maximum thermoelectric figure of merit ZT were ZTƒ?bc = 1.1 and ZTƒ?bc = 0.24 near Pnma-Cmcm phase transition temperature.",1
10.1039/c4cp00641k,"The well-known single parabolic band (SPB) model has been useful in providing insights into the understanding of transport properties of numerous thermoelectric materials. However, the conduction and valence bands of real semiconductors are rarely truly parabolic which limits the predictive power of the SPB model. The coincidence of the band edges of two parabolic bands, a situation arising in Mg2Si1-xSnx solid solutions when x ƒ?¬ 0.7, naturally makes the SPB approximation applicable to evaluate all transport parameters. We demonstrate this in the case of Bi-doped Mg2Si0.3Sn0.7 where the minima of the two conduction bands at the X-point of the Brillouin zone coincide. The combination of a large density-of-states effective mass m* ƒ?¬ 2.6 me arising from the enhanced valley degeneracy Nv, high mobility ?¬d due to low deformation potential Ed (8.77-9.43 eV), and ultra-low alloy scattering parameter Ea (0.32-0.39 eV) leads to an outstanding power factor, PFmax ƒ? (m*) 3/2?¬d, of up to 4.7 mW m-1 K-2 at around 600 K. The specification and improved understanding of scattering parameters using the SPB model are important and instructive for further optimization of the thermoelectric performance of n-type Mg2Si 0.3Sn0.7. ?? 2014 the Partner Organisations.",1
10.1103/PhysRevLett.108.166601,"Mg 2Si and Mg 2Sn are indirect band gap semiconductors with two low-lying conduction bands (the lower mass and higher mass bands) that have their respective band edges reversed in the two compounds. Consequently, for some composition x, Mg 2Si 1-xSn x solid solutions must display a convergence in energy of the two conduction bands. Since Mg 2Si 1-xSn x solid solutions are among the most prospective of the novel thermoelectric materials, we aim on exploring the influence of such a band convergence (valley degeneracy) on the Seebeck coefficient and thermoelectric properties in a series of Mg 2Si 1-xSn x solid solutions uniformly doped with Sb. Transport measurements carried out from 4 to 800 K reveal a progressively increasing Seebeck coefficient that peaks at x=0.7. At this concentration the thermoelectric figure of merit ZT reaches exceptionally large values of 1.3 near 700K. Our first principles calculations confirm that at the Sn content x 0.7 the two conduction bands coincide in energy. We explain the high Seebeck coefficient and ZT values as originating from an enhanced density-of-states effective mass brought about by the increased valley degeneracy as the two conduction bands cross over. We corroborate the increase in the density-of-states effective mass by measurements of the low temperature specific heat. The research suggests that striving to achieve band degeneracy by means of compositional variations is an effective strategy for enhancing the thermoelectric properties of these materials. ?? 2012 American Physical Society.",1
10.1039/c5ee02600h,"?? 2016 The Royal Society of Chemistry. Historically, a material parameter B incorporating weighted mobility and lattice thermal conductivity has guided the exploration of novel thermoelectric materials. However, the conventional definition of B neglects the bipolar effect which can dramatically change the thermoelectric energy conversion efficiency at high temperatures. In this paper, a generalized material parameter Bƒ?? is derived, which connects weighted mobility, lattice thermal conductivity, and the band gap. Based on the new parameter Bƒ??, we explain the successful tuning of the electron and phonon transport in Mg2Sn1-x-yGexSby, with an improved ZT value from 0.6 in Mg2Sn0.99Sb0.01 to 1.4 in Mg2Sn0.73Ge0.25Sb0.02. We uncover that the Ge alloying approach simultaneously improves all the key variables in the material parameter Bƒ??, with an ƒ?¬25% enhancement in the weighted mobility, ƒ?¬27% band gap widening, and ƒ?¬50% reduction in the lattice thermal conductivity. We show that a higher generalized parameter Bƒ?? leads to a higher optimized ZT in Mg2Sn0.73Ge0.25Sb0.02, and some common thermoelectric materials. The new parameter Bƒ?? provides a better characterization of material's thermoelectric transport, particularly at high temperatures, and therefore can facilitate the search for good thermoelectric materials.",1
10.1016/j.actamat.2016.10.077,"?? 2016 Acta Materialia Inc. Mg2Sn0.75Ge0.25 has been recently demonstrated to be a promising thermoelectric material for power generation in the temperature range from room temperature to 723 K because of the high power factor of ƒ?¬54 ?¬W cmƒ??1 Kƒ??2 upon Sb doping to the Sn site. The enhanced density of states effective mass and weak electron scattering from the alloying effect are believed to be the main reasons for the high power factor (PF) and hence high figure of merit (ZT). In this study, it is shown that the right choice of carrier donor also plays an important role in obtaining high power factor. The effect of carrier donors Y and La at Mg-site and Bi and P at Sn-site in Mg2Sn0.75Ge0.25 is systematically investigated. It is found that charge donors at the Sn-site are much more effective than at the Mg-site in enhancing PF and ZT. Bi doped Mg2Sn0.73Bi0.02Ge0.25 shows a peak ZT of ƒ?¬1.4 at 673 K, a peak PF of ƒ?¬54 ?¬W cmƒ??1 Kƒ??2 at 577 K, which resulted in an engineering figure of merit (ZT)eng of ƒ?¬0.76 and (PF)eng of ƒ?¬2.05 W mƒ??1 Kƒ??1 for cold side fixed at 323 K and hot side at 723 K.",1
10.1039/c3tc31810a,"Measurements and modeling of electronic transport properties of n-type Ag2+xSe suggest that this material could have a thermoelectric figure of merit zT greater than 1 at 300 K and above. The exceptional performance can be traced to the exceptionally high mobility, higher than other optimized thermoelectric materials. Although zT decreases at high temperature because of a transition to a phase with high carrier concentration, our model indicates that reducing the carrier concentration will lead to high thermoelectric performance at room temperature for cooling applications as well as up to 600 K for waste heat recovery. ?? 2013 'The Royal Society of Chemistry.",1
10.1039/c1ee01314a,"Thermoelectric transport properties of n-type PbTe1-xI x with carrier concentrations ranging from 5.8 ?? 10 18-1.4 ?? 1020 cm-3 are reinvestigated from room temperature to 800 K. The electronic transport properties, resistivity and Seebeck coefficient in this study are effectively consistent with prior reports, however the thermal conductivity has been found to be historically overestimated. The reassessment of the thermal transport properties, in combination with careful control of the carrier density by iodine doping, reveals a significantly larger figure of merit, zT ƒ?¬ 1.4, than often previously reported for n-type PbTe. The results and analysis of the data from this study lead to a redetermination of zT for this historical thermoelectric material and provide a renewed interest in n-type PbTe based materials. ?? 2011 The Royal Society of Chemistry.",1
10.1002/aenm.201400486,"?? 2014 Wiley-VCH Verlag GmbH & Co. KGaA. Taking La- and I-doped PbTe as an example, the current work shows the effects of optimizing the thermoelectric figure of merit, zT, by controlling the doping level. The high doping effectiveness allows the carrier concentration to be precisely designed and prepared to control the Fermi level. In addition to the Fermi energy tuning, La-doping modifies the conduction band, leading to an increase in the density of states effective mass that is confirmed by transport, infrared reflectance and hard X-ray photoelectron spectroscopy measurements. Taking such a band structure modification effect into account, the electrical transport properties can then be well-described by a self-consistent single non-parabolic Kane band model that yields an approximate (mƒ??T)1.5 dependence of the optimal carrier concentration for a peak power factor in both doping cases. Such a simple temperature dependence also provides an effective approximation of carrier concentration for a peak zT and helps to explain, the effects of other strategies such as lowering the lattice thermal conductivity by nanostructuring or alloying in n-PbTe, which demonstrates a practical guide for fully optimizing thermoelectric materials in the entire temperature range. The principles used here should be equally applicable to other thermoelectric materials.",1
10.1039/c8ee00112j,"?? 2018 The Royal Society of Chemistry. Thermoelectric properties are heavily dependent on the carrier concentration, and therefore the optimization of carrier concentration plays a central role in achieving high thermoelectric performance. The optimized carrier concentration is highly temperature-dependent and could even possibly vary within one order of magnitude in the temperature range of several hundreds of Kelvin. Practically, however, the traditional doping strategy will only lead to a constant carrier concentration, and thus the thermoelectric performance is only optimized within a limited temperature range. Here, we demonstrate that a temperature-dependent carrier concentration can be realized by simultaneously introducing shallow and deep defect levels. In this work, iodine (I) and indium (In) are co-doped in PbTe, where iodine acts as the shallow donor level that supplies sufficient electrons and indium builds up the localized half-filled deep defect state in the band gap. The indium deep defect state traps electrons at a lower temperature and the trapped electrons will be thermally activated back to the conduction band when the temperature rises. In this way, the carrier concentration can be engineered as temperature-dependent, which matches the theoretically predicted optimized carrier concentration over the whole temperature range. As a result, a room temperature ZT of ƒ?¬0.4 and a peak ZT of ƒ?¬1.4 at 773 K were obtained in the n-type In/I co-doped PbTe, leading to a record-high average ZT of ƒ?¬1.04 in the temperature range of 300 to 773 K. Importantly, since deep defect levels also exist in other materials, the strategy of deep defect level engineering should be widely applicable to a variety of materials for enhancing the thermoelectric performance across a broad temperature range.",1
10.1016/j.physb.2005.03.022,"Lead telluride-based compounds are known for their favorable thermoelectric properties in the 50-600 ?øC temperature range. The transport properties of homogeneous, cold-compacted and sintered PbI2-doped PbTe samples were measured and compared to those of cast samples with similar dopant concentrations. Such a comparison is mandatory in order to determine the potential of graded samples, prepared by powder metallurgy, for thermoelectric applications. The present work focuses on improving the thermoelectric efficiency of PbTe-based materials by functional grading and by taking advantage of the specific features of indium as dopant element. The potential for achieving high thermoelectric efficiency in In-doped n-type PbTe-based thermoelectric compounds is described, and is compared to that of PbI 2-doped PbTe. Design, synthesis and characterization procedures are reported for fabricating In- and PbI2-doped PbTe compounds with desired composition profiles. ?? 2005 Elsevier B.V. All rights reserved.",1
